ncbi.name,pathogenid,taxid,baltimore,order,family,genus,rna,rt,double_stranded,negative_sense,positive_sense,enveloped,circular,segmented,cytoplasm,size_MB,size_KB,CDS,GC,max_bread,max_bread_nh,tip
simian adenovirus b,26205398,1165908,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.035537,35.537,34,62.7,25.2,25.2,Simian_adenovirus_B
simian cytomegalovirus,3434812,10364,group i,herpesvirales,herpesviridae,cytomegalovirus,0,0,1,0,0,1,0,0,0,0.223810667,223.8106667,167,52.383,65,65,Simian_cytomegalovirus
simian foamy virus,3436513,11642,group vi,ortervirales,retroviridae,spumavirus,1,1,0,0,1,1,0,0,0,0.012965,12.965,5,39.6,96,96,Simian_foamy_virus
simian immunodeficiency virus,3436648,11723,group vi,ortervirales,retroviridae,lentivirus,1,1,0,0,1,1,0,0,0,0.009623,9.623,6,44.4,167.4,167.4,Simian_immunodeficiency_virus
simian mastadenovirus a,3756223,298334,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.034158,34.158,32,55.1,11.6,11.6,Simian_mastadenovirus_A
simian mastadenovirus b,4251331,1962299,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.035499,35.499,32,62.8,0,0,Simian_mastadenovirus_B
simian mastadenovirus c,26205434,1324794,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.034391,34.391,36,52.6,0,0,Simian_mastadenovirus_C
simian mastadenovirus d,3457386,1986017,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.032939,32.939,34,49.9,0,0,Simian_mastadenovirus_D
simian mastadenovirus e,26205458,1986018,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.035159,35.159,36,57.9,0,0,Simian_mastadenovirus_E
simian mastadenovirus h,26205442,1986021,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.032661,32.661,34,46.7,0,0,Simian_mastadenovirus_H
simian mastadenovirus i,2170002,2170002,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.033562,33.562,34,56.2,0,0,Simian_mastadenovirus_I
simian retrovirus 4,4094489,723802,group vi,ortervirales,retroviridae,betaretrovirus,1,1,0,0,1,1,0,0,0,0.008126,8.126,4,43.3,11.6,11.6,Simian_retrovirus_4
simian retrovirus 5,3600692,123561,group vi,ortervirales,retroviridae,retroviridae,1,1,0,0,1,1,0,0,0,0.008268062,8.268061791,5,47.117,11.6,11.6,Simian_retrovirus_5
simian retrovirus 6,3577019,107020,group vi,ortervirales,retroviridae,retroviridae,1,1,0,0,1,1,0,0,0,0.008268062,8.268061791,5,47.117,8,8,Simian_retrovirus_6
simian retrovirus 7,3816314,364320,group vi,ortervirales,retroviridae,betaretrovirus,1,1,0,0,1,1,0,0,0,0.008427857,8.427857143,4,43.829,0,0,Simian_retrovirus_7
simian retrovirus 8,26205466,1904439,group vi,ortervirales,retroviridae,betaretrovirus,1,1,0,0,1,1,0,0,0,0.008126,8.126,4,43.7,0,0,Simian_retrovirus_8
simian retrovirus y,24576764,980635,group vi,ortervirales,retroviridae,retroviridae,1,1,0,0,1,1,0,0,0,0.008268062,8.268061791,5,47.117,0,0,Simian_retrovirus_Y
simian t-cell lymphotropic virus 5,3925361,486178,group vi,ortervirales,retroviridae,retroviridae,1,1,0,0,1,1,0,0,0,0.008268062,8.268061791,5,47.117,14.6,14.6,Simian_T-cell_lymphotropic_virus_5
simian t-cell lymphotropic virus 6,3920881,481147,group vi,ortervirales,retroviridae,deltaretrovirus,1,1,0,0,1,1,0,0,0,0.008913,8.913,6,51.9,0,0,Simian_T-cell_lymphotropic_virus_6
simian torque teno virus,26205446,1619217,group ii,na,anelloviridae,alphatorquevirus,0,0,0,0,1,0,1,0,0,0.0037452,3.7452,4,57.32,0,0,Simian_torque_teno_virus
simian torque teno virus 30,26205448,1619218,group ii,na,anelloviridae,alphatorquevirus,0,0,0,0,1,0,1,0,0,0.003612,3.612,3,53.5,0,0,Simian_torque_teno_virus_30
simian torque teno virus 31,26205450,1619219,group ii,na,anelloviridae,alphatorquevirus,0,0,0,0,1,0,1,0,0,0.003907,3.907,4,58.3,0,0,Simian_torque_teno_virus_31
simian torque teno virus 32,26205452,1619220,group ii,na,anelloviridae,alphatorquevirus,0,0,0,0,1,0,1,0,0,0.003812,3.812,4,57.1,0,0,Simian_torque_teno_virus_32
simian torque teno virus 33,26205454,1629656,group ii,na,anelloviridae,alphatorquevirus,0,0,0,0,1,0,1,0,0,0.003774,3.774,4,60.9,0,0,Simian_torque_teno_virus_33
simian torque teno virus 34,26205456,1629657,group ii,na,anelloviridae,alphatorquevirus,0,0,0,0,1,0,1,0,0,0.003621,3.621,4,56.8,0,0,Simian_torque_teno_virus_34
simian virus 12,3471899,46771,group i,na,polyomaviridae,polyomaviridae,0,0,1,0,0,0,1,0,0,0.00523,5.23,6,41.2,0,0,Simian_virus_12
simian-human immunodeficiency virus,3491033,57667,group vi,ortervirales,retroviridae,lentivirus,1,1,0,0,1,1,0,0,0,0.009236111,9.236111111,12,41.767,167.4,167.4,Simian-Human_immunodeficiency_virus
sin nombre orthohantavirus,3456178,1980491,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.012317,12.317,4,38.3975,180.4,160,Sin_Nombre_orthohantavirus
sindbis virus,3435797,11034,group iv,na,togaviridae,alphavirus,1,0,0,0,1,1,0,0,1,0.011703,11.703,4,50.9,180.4,180.4,Sindbis_virus
skunk mastadenovirus a,27372179,1986023,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031848,31.848,30,49,0,0,Skunk_mastadenovirus_A
skunkpox virus,3634278,160796,group i,na,poxviridae,orthopoxvirus,0,0,1,0,0,1,0,0,1,0.222832,222.832,211,31.5,0,0,Skunkpox_virus
slow loris parvovirus 1,27327870,1581151,group ii,na,parvoviridae,parvoviridae,0,0,0,0,1,0,0,0,0,0.004844,4.844,2,44.8,0,0,Slow_loris_parvovirus_1
small anellovirus,3842334,393049,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002734,2.734,3,45.48115,0,0,Small_anellovirus
small ruminant morbillivirus,3446965,31604,group v,mononegavirales,paramyxoviridae,morbillivirus,1,0,0,1,0,1,0,0,1,0.015948,15.948,8,48.1,167.6,167.6,Small_ruminant_morbillivirus
sokoluk virus,3502621,64317,group iv,na,flaviviridae,flavivirus,1,0,0,0,1,1,0,0,1,0.010242,10.242,1,51.2,0,0,Sokoluk_virus
solwezi bufavirus,27614211,1580061,group ii,na,parvoviridae,protoparvovirus,0,0,0,0,1,0,0,0,0,0.005291625,5.291625,3,42.8125,0,0,Solwezi_bufavirus
soochong virus,3745764,286540,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,0,0,Soochong_virus
soprano pipistrelle adenovirus 1,27589173,1530302,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,soprano_pipistrelle_adenovirus_1
soprano pipistrelle adenovirus 2,27309406,1530303,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,soprano_pipistrelle_adenovirus_2
soprano pipistrelle adenovirus 3,27309408,1530304,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,soprano_pipistrelle_adenovirus_3
soprano pipistrelle adenovirus 4,27309410,1530305,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,soprano_pipistrelle_adenovirus_4
sorex araneus adenovirus,27704973,1819367,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Sorex_araneus_adenovirus
sorex araneus betaherpesvirus 1,4250817,1000653,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Sorex_araneus_betaherpesvirus_1
sorex araneus betaherpesvirus 2,4250818,1000654,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Sorex_araneus_betaherpesvirus_2
sorex araneus betaherpesvirus 3,4250819,1000655,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Sorex_araneus_betaherpesvirus_3
sorex araneus betaherpesvirus 4,4250820,1000656,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Sorex_araneus_betaherpesvirus_4
sorex araneus betaherpesvirus 5,4250821,1000657,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Sorex_araneus_betaherpesvirus_5
sorex araneus gammaherpesvirus 1,3904562,462298,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,0,0,Sorex_araneus_gammaherpesvirus_1
sorex araneus hantavirus,3952289,516543,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,0,0,Sorex_araneus_hantavirus
sorex minutus betaherpesvirus 1,4250822,1000658,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Sorex_minutus_betaherpesvirus_1
sorex minutus betaherpesvirus 2,4250823,1000659,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Sorex_minutus_betaherpesvirus_2
soricidae paramyxovirus,27861900,1497436,group v,mononegavirales,paramyxoviridae,paramyxoviridae,1,0,0,1,0,1,0,0,1,0.01637847,16.37847,8,41.642,0,0,Soricidae_paramyxovirus
sosuga pararubulavirus,27294026,2560773,group v,mononegavirales,paramyxoviridae,pararubulavirus,1,0,0,1,0,1,0,0,1,0.01548,15.48,7,42.4,186.8,0,Sosuga_pararubulavirus
southern elephant seal virus,26348418,1159195,group iv,na,togaviridae,alphavirus,1,0,0,0,1,1,0,0,1,0.011245,11.245,4,48.6,0,0,Southern_elephant_seal_virus
southwest baboon virus 1,26205528,1546178,group iv,nidovirales,arteriviridae,arteriviridae,1,0,0,0,1,1,0,0,1,0.014851,14.851,14,50.4,11,11,Southwest_baboon_virus_1
spanish goat encephalitis virus,26532106,1691889,group iv,na,flaviviridae,flavivirus,1,0,0,0,1,1,0,0,1,0.01087,10.87,1,54.9,0,0,Spanish_goat_encephalitis_virus
sperm whale gammaherpesvirus,4040842,655488,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,0,0,Sperm_whale_gammaherpesvirus
spondweni virus,3502623,64318,group iv,na,flaviviridae,flavivirus,1,0,0,0,1,1,0,0,1,0.01029,10.29,1,52.3,0,0,Spondweni_virus
springbok herpesvirus 1,3757161,299472,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,0,0,Springbok_herpesvirus_1
springbok herpesvirus 2,3757162,299473,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,0,0,Springbok_herpesvirus_2
squirrel associated cyclovirus 1,1987744,1987744,group ii,na,circoviridae,cyclovirus,0,0,0,0,1,0,1,0,0,0.001789,1.789,2,45.5,0,0,Squirrel_associated_cyclovirus_1
squirrel fibroma virus,3969549,538970,group i,na,poxviridae,leporipoxvirus,0,0,1,0,0,1,0,0,1,0.000296,0.296,1,36.5,6.8,6.8,Squirrel_fibroma_virus
squirrel mastadenovirus a,2170003,2170003,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.03503,35.03,29,44.4,0,0,Squirrel_mastadenovirus_A
squirrel monkey cytomegalovirus 1,4030896,643649,group i,herpesvirales,herpesviridae,cytomegalovirus,0,0,1,0,0,1,0,0,0,0.223810667,223.8106667,167,52.383,0,0,Squirrel_monkey_cytomegalovirus_1
squirrel monkey retrovirus,3436846,11856,group vi,ortervirales,retroviridae,betaretrovirus,1,1,0,0,1,1,0,0,0,0.008427857,8.427857143,4,43.829,0,0,Squirrel_monkey_retrovirus
squirrelpox virus,3707054,240426,group i,na,poxviridae,chordopoxvirinae,0,0,1,0,0,1,0,0,1,0.148803,148.803,141,66.7,160,160,Squirrelpox_virus
stejneger's beaked whale gammaherpesvirus,4040843,655489,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,0,0,Stejnegers_beaked_whale_gammaherpesvirus
steller sea lion astrovirus 1,4032423,645429,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.005421793,5.421793103,3,46.8172,0,0,Steller_sea_lion_astrovirus_1
steller sea lion poxvirus,3717949,252468,group i,na,poxviridae,orthopoxvirus,0,0,1,0,0,1,0,0,1,0.206542,206.542,213,32.7,0,0,Steller_sea_lion_poxvirus
steller sea lion vesivirus,3882048,436911,group iv,na,caliciviridae,vesivirus,1,0,0,0,1,0,0,0,1,0.008305,8.305,3,48.6,0,0,Steller_sea_lion_vesivirus
stenella coeruleoalba alphaherpesvirus 1,27688975,1758216,group i,herpesvirales,herpesviridae,alphaherpesvirinae,0,0,1,0,0,1,0,0,0,0.144144,144.144,86,73.4,0,0,Stenella_coeruleoalba_alphaherpesvirus_1
stenella coeruleoalba alphaherpesvirus 2,27688977,1758217,group i,herpesvirales,herpesviridae,alphaherpesvirinae,0,0,1,0,0,1,0,0,0,0.144144,144.144,86,73.4,0,0,Stenella_coeruleoalba_alphaherpesvirus_2
sturnira lilium adenovirus,2211155,2211155,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Sturnira_lilium_adenovirus
st-valerien swine virus,4033158,646294,group iv,na,caliciviridae,caliciviridae,1,0,0,0,1,0,0,0,1,0.007632578,7.632577778,3,51.1,0,0,St-Valerien_swine_virus
sudan ebolavirus,3658152,186540,group v,mononegavirales,filoviridae,ebolavirus,1,0,0,1,0,1,0,0,1,0.018875,18.875,9,41.3,65,65,Sudan_ebolavirus
suid alphaherpesvirus 1,3434790,10345,group i,herpesvirales,herpesviridae,varicellovirus,0,0,1,0,0,1,0,0,0,0.143461,143.461,69,73.6,167.6,167.6,Suid_alphaherpesvirus_1
suid betaherpesvirus 2,23539716,1608255,group i,herpesvirales,herpesviridae,Roseolovirus,0,0,1,0,0,1,0,0,0,0.128367,128.367,80,45.5,0,0,Suid_betaherpesvirus_2
suiformes rhadinovirus genogroup 1,3707136,379730,group i,herpesvirales,herpesviridae,rhadinovirus,0,0,1,0,0,1,0,0,0,0.1021695,102.1695,81,43.867,31.2,31.2,Suiformes_rhadinovirus_genogroup_1
suncus coronavirus,27373536,1643330,group iv,nidovirales,coronaviridae,coronavirinae,1,0,0,0,1,1,0,0,1,0.029642,29.642,10,41.2,0,0,Suncus_coronavirus
sus scrofa cyclovirus,1455628,1455628,group ii,na,circoviridae,cyclovirus,0,0,0,0,1,0,1,0,0,0.0018111,1.8111,2,44.433,0,0,Sus_scrofa_cyclovirus
sus scrofa polyomavirus 1,27664788,1680894,group i,na,polyomaviridae,polyomaviridae,0,0,1,0,0,0,1,0,0,0.005068,5.068,12,44.3,0,0,Sus_scrofa_polyomavirus_1
swine enteric calicivirus,3793688,339165,group iv,na,caliciviridae,caliciviridae,1,0,0,0,1,0,0,0,1,0.007632578,7.632577778,3,51.1,0,0,Swine_enteric_calicivirus
swine parainfluenza virus 3,3942607,505220,group v,mononegavirales,paramyxoviridae,respirovirus,1,0,0,1,0,1,0,0,1,0.015446,15.446,9,38.95,0,0,Swine_parainfluenza_virus_3
swine pneumovirus,27064464,1868217,group v,mononegavirales,pneumoviridae,orthopneumovirus,1,0,0,1,0,1,0,0,1,0.0151105,15.1105,11,35.2,0,0,Swine_pneumovirus
swinepox virus,3434679,10276,group i,na,poxviridae,suipoxvirus,0,0,1,0,0,1,0,0,1,0.146454,146.454,150,27.4,0,0,Swinepox_virus
tacaribe mammarenavirus,3436503,11631,group v,bunyavirales,arenaviridae,mammarenavirus,1,0,0,1,0,1,0,1,1,0.010534,10.534,4,41.7751,186.8,186.8,Tacaribe_mammarenavirus
tadarida brasiliensis cyclovirus,1455627,1455627,group ii,na,circoviridae,cyclovirus,0,0,0,0,1,0,1,0,0,0.0018111,1.8111,2,44.433,0,0,Tadarida_brasiliensis_cyclovirus
tadarida brasiliensis polyomavirus 1,27618655,1588048,group i,na,polyomaviridae,polyomaviridae,0,0,1,0,0,0,1,0,0,0.004882,4.882,5,41.9,0,0,Tadarida_brasiliensis_polyomavirus_1
tadarida brasiliensis polyomavirus 2,27618657,1588049,group i,na,polyomaviridae,polyomaviridae,0,0,1,0,0,0,1,0,0,0.004893,4.893,5,40.1,0,0,Tadarida_brasiliensis_polyomavirus_2
tadarida teniotis betaherpesvirus 1,27541027,1325406,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Tadarida_teniotis_betaherpesvirus_1
tadarida teniotis betaherpesvirus 2,27541029,1325407,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Tadarida_teniotis_betaherpesvirus_2
tai forest ebolavirus,23538934,186541,group v,mononegavirales,filoviridae,ebolavirus,1,0,0,1,0,1,0,0,1,0.018935,18.935,9,42.3,65,65,Tai_Forest_ebolavirus
tailam jeilongvirus,27220142,2560797,group v,mononegavirales,paramyxoviridae,jeilongvirus,1,0,0,1,0,1,0,0,1,0.019152,19.152,11,39.6,0,0,Tailam_jeilongvirus
tamana bat virus,3635119,161675,group iv,na,flaviviridae,flavivirus,1,0,0,0,1,1,0,0,1,0.010053,10.053,1,38.4,0,0,Tamana_bat_virus
tamdy orthonairovirus,22680835,2170063,group v,bunyavirales,nairoviridae,orthonairovirus,1,0,0,1,0,1,0,1,1,0.018359692,18.35969231,3,42.377,0,0,Tamdy_orthonairovirus
tamiami mammarenavirus,3469116,45223,group v,bunyavirales,arenaviridae,mammarenavirus,1,0,0,1,0,1,0,1,1,0.010674,10.674,4,41.524,0,0,Tamiami_mammarenavirus
tanapox virus,3563150,99000,group i,na,poxviridae,yatapoxvirus,0,0,1,0,0,1,0,0,1,0.144565,144.565,156,27,0,0,Tanapox_virus
tanganya virus,3871154,425088,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,0,0,Tanganya_virus
tasmanian devil retrovirus,27743891,1332312,group vi,ortervirales,retroviridae,alpharetrovirus,1,1,0,0,1,1,0,0,0,0.00566,5.66,3,51.983,0,0,Tasmanian_devil_retrovirus
tasmanian devil-associated astrovirus 1,2529473,2529473,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Tasmanian_devil-associated_astrovirus_1
tasmanian devil-associated circovirus 1,2529490,2529490,group ii,na,circoviridae,circovirus,0,0,0,0,1,0,1,0,0,0.001953,1.953,2,48.984,0,0,Tasmanian_devil-associated_circovirus_1
tataguine orthobunyavirus,26303030,2560799,group v,bunyavirales,peribunyaviridae,orthobunyavirus,1,0,0,1,0,1,0,1,1,0.012052,12.052,3,35.0475,0,0,Tataguine_orthobunyavirus
tatenale virus,26302876,1313091,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,0,0,Tatenale_virus
taterapox virus,3442989,28871,group i,na,poxviridae,orthopoxvirus,0,0,1,0,0,1,0,0,1,0.19805,198.05,225,33.3,39.2,39.2,Taterapox_virus
taupapillomavirus 1,26748063,1176148,group i,na,papillomaviridae,taupapillomavirus,0,0,1,0,0,0,1,0,0,0.00794,7.94,8,46.5,0,0,Taupapillomavirus_1
taupapillomavirus 2,26350136,1513274,group i,na,papillomaviridae,taupapillomavirus,0,0,1,0,0,0,1,0,0,0.008228,8.228,7,47.2,0,0,Taupapillomavirus_2
taupapillomavirus 3,27273610,1961786,group i,na,papillomaviridae,taupapillomavirus,0,0,1,0,0,0,1,0,0,0.0075995,7.5995,8,47.75,0,0,Taupapillomavirus_3
tembusu virus,3502574,64293,group iv,na,flaviviridae,flavivirus,1,0,0,0,1,1,0,0,1,0.01099,10.99,1,49,34.4,0,Tembusu_virus
tenrec paramyxovirus,27861898,1497435,group v,mononegavirales,paramyxoviridae,paramyxoviridae,1,0,0,1,0,1,0,0,1,0.01637847,16.37847,8,41.642,29,29,Tenrec_paramyxovirus
tent-making bat hepatitis b virus,27792520,1508712,group vii,na,hepadnaviridae,orthohepadnavirus,0,1,1,0,0,0,1,0,0,0.003149,3.149,4,48.6,0,0,Tent-making_bat_hepatitis_B_virus
teschovirus a,3595892,118140,group iv,picornavirales,picornaviridae,teschovirus,1,0,0,0,1,0,0,0,1,0.007117,7.117,1,44.8,0,0,Teschovirus_A
tetnovirus 1,4169882,870711,group iv,picornavirales,na,picornavirales,1,0,0,0,1,0,0,0,1,NA,NA,NA,NA,0,0,Tetnovirus_1
tetnovirus 2,4169883,870712,group iv,picornavirales,na,picornavirales,1,0,0,0,1,0,0,0,1,NA,NA,NA,NA,0,0,Tetnovirus_2
thailand orthohantavirus,26205332,1980492,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.01191,11.91,3,37.879,87.4,87.4,Thailand_orthohantavirus
thera virus,27317564,1562074,group iv,picornavirales,picornaviridae,picornaviridae,1,0,0,0,1,0,0,0,1,0.007738779,7.738778846,1,45.9356,0,0,Thera_virus
thermoproteus tenax virus 1,3434972,10479,group i,ligamenvirales,lipothrixviridae,alphatristromavirus,0,0,1,0,0,1,0,0,1,0.013669,13.669,37,37,0,0,Thermoproteus_tenax_virus_1
thetaarterivirus kafuba,26205532,2501999,group iv,nidovirales,arteriviridae,thetaarterivirus,1,0,0,0,1,1,0,0,1,0.014924,14.924,14,50.8,0,0,Thetaarterivirus_kafuba
thetaarterivirus mikelba 1,26205526,2502000,group iv,nidovirales,arteriviridae,thetaarterivirus,1,0,0,0,1,1,0,0,1,0.014927,14.927,13,50.9,0,0,Thetaarterivirus_mikelba_1
thiafora orthonairovirus,3713732,1980529,group v,bunyavirales,nairoviridae,orthonairovirus,1,0,0,1,0,1,0,1,1,0.018044,18.044,3,39.6016,0,0,Thiafora_orthonairovirus
thogoto thogotovirus,3436405,11569,group v,articulavirales,orthomyxoviridae,thogotovirus,1,0,0,1,0,1,0,1,0,0.010461,10.461,7,48.0266,186.8,124.2,Thogoto_thogotovirus
thottopalayam thottimvirus,26205334,2501370,group v,bunyavirales,hantaviridae,thottimvirus,1,0,0,1,0,1,0,1,1,0.011732,11.732,3,37.5454,0,0,Thottopalayam_thottimvirus
tibrogargan tibrovirus,3774952,1972584,group v,mononegavirales,rhabdoviridae,tibrovirus,1,0,0,1,0,1,0,0,1,0.013298,13.298,9,34.8,33.8,33.8,Tibrogargan_tibrovirus
tick-borne encephalitis virus,3435884,11084,group iv,na,flaviviridae,flavivirus,1,0,0,0,1,1,0,0,1,0.011141,11.141,1,53.8,186.8,186.8,Tick-borne_encephalitis_virus
tigray hantavirus,26302862,1268011,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.006532,6.532,1,36.9,0,0,Tigray_hantavirus
tigray orthohantavirus,2560807,2560807,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.006532,6.532,1,36.9,0,0,Tigray_orthohantavirus
tioman pararubulavirus,3635448,2560808,group v,mononegavirales,paramyxoviridae,pararubulavirus,1,0,0,1,0,1,0,0,1,0.015522,15.522,8,43.4,45.2,45.2,Tioman_pararubulavirus
topografov hantavirus,3534967,83192,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,0,0,Topografov_hantavirus
torque teno Arctocephalus gazella virus 1,2249932,2249932,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002734,2.734,3,45.48115,0,0,Torque_teno_Arctocephalus_gazella_virus_1
torque teno Arctocephalus gazella virus 2,2249933,2249933,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002734,2.734,3,45.48115,0,0,Torque_teno_Arctocephalus_gazella_virus_2
torque teno calomys tener virus,2054616,2054616,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002734,2.734,3,45.48115,0,0,Torque_teno_calomys_tener_virus
torque teno canis virus,4067854,687385,group ii,na,anelloviridae,thetatorquevirus,0,0,0,0,1,0,1,0,0,0.002797,2.797,3,54.6,0,0,Torque_teno_canis_virus
torque teno carollia perspicillata virus,2054617,2054617,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002734,2.734,3,45.48115,0,0,Torque_teno_carollia_perspicillata_virus
torque teno desmodus rotundus virus,2054618,2054618,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002734,2.734,3,45.48115,0,0,Torque_teno_desmodus_rotundus_virus
torque teno didelphis albiventris virus,2054619,2054619,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002734,2.734,3,45.48115,0,0,Torque_teno_didelphis_albiventris_virus
