pathogenid,Name,abs,classified,TID,B,O,F,G,G_abb
3436199,marburg marburgvirus,MARV,1,11269,group v,mononegavirales,filoviridae,marburgvirus,Marbg
3436049,avian avulavirus 1,avian avulavirus 1,0,11176,group v,mononegavirales,paramyxoviridae,avulavirus,Avul
27240946,cedar henipavirus,CedPV,1,1979179,group v,mononegavirales,paramyxoviridae,henipavirus,Henp
3500937,hendra henipavirus,HeV,1,63330,group v,mononegavirales,paramyxoviridae,henipavirus,Henp
27573242,mojiang henipavirus,MojV,1,1979176,group v,mononegavirales,paramyxoviridae,henipavirus,Henp
3599170,nipah henipavirus,NiV,1,121791,group v,mononegavirales,paramyxoviridae,henipavirus,Henp
3795426,beilong jeilongvirus,BeiV,1,2560345,group v,mononegavirales,paramyxoviridae,jeilongvirus,Jeil
3777906,jun jeilongvirus,JV,1,2560536,group v,mononegavirales,paramyxoviridae,jeilongvirus,Jeil
27220142,tailam jeilongvirus,TaiV,1,2560797,group v,mononegavirales,paramyxoviridae,jeilongvirus,Jeil
3436134,canine morbillivirus,CDV,1,11232,group v,mononegavirales,paramyxoviridae,morbillivirus,Morb
3454019,cetacean morbillivirus,cetacean morbillivirus,0,36410,group v,mononegavirales,paramyxoviridae,morbillivirus,Morb
26745893,feline morbillivirus,FmoPV,1,1170234,group v,mononegavirales,paramyxoviridae,morbillivirus,Morb
26745977,hawaiian cetacean morbillivirus,hawaiian cetacean morbillivirus,0,1665475,group v,mononegavirales,paramyxoviridae,morbillivirus,Morb
3436138,measles morbillivirus,MeV,1,11234,group v,mononegavirales,paramyxoviridae,morbillivirus,Morb
3436150,phocine morbillivirus,PDV,1,11240,group v,mononegavirales,paramyxoviridae,morbillivirus,Morb
3436152,rinderpest morbillivirus,RPV,1,11241,group v,mononegavirales,paramyxoviridae,morbillivirus,Morb
3446965,small ruminant morbillivirus,PPRV,1,31604,group v,mononegavirales,paramyxoviridae,morbillivirus,Morb
3708175,mossman narmovirus,MossV,1,2560600,group v,mononegavirales,paramyxoviridae,narmovirus,Narm
4009759,nariva narmovirus,NarV,1,2560613,group v,mononegavirales,paramyxoviridae,narmovirus,Narm
3550952,tupaia narmovirus,TupV,1,2560827,group v,mononegavirales,paramyxoviridae,narmovirus,Narm
26205218,bat paramyxovirus,bat paramyxovirus,0,1300978,group v,mononegavirales,paramyxoviridae,paramyxoviridae,NA
3624076,canine parainfluenza virus,CPIV,1,149595,group v,mononegavirales,paramyxoviridae,paramyxoviridae,NA
27726935,eidolon helvum paramyxovirus,eidolon helvum paramyxovirus,0,1133726,group v,mononegavirales,paramyxoviridae,paramyxoviridae,NA
27655255,geelong paramyxovirus,GeePV,1,1647921,group v,mononegavirales,paramyxoviridae,paramyxoviridae,NA
27508497,miniopterus griveaudi paramyxovirus,miniopterus griveaudi paramyxovirus,0,1232869,group v,mononegavirales,paramyxoviridae,paramyxoviridae,NA
27755949,miniopterus schreibersii paramyxovirus,miniopterus schreibersii paramyxovirus,0,1387879,group v,mononegavirales,paramyxoviridae,paramyxoviridae,NA
27317882,pteropus alecto paramyxovirus,pteropus alecto paramyxovirus,0,1562767,group v,mononegavirales,paramyxoviridae,paramyxoviridae,NA
27317890,pteropus conspicillatus paramyxovirus,pteropus conspicillatus paramyxovirus,0,1562769,group v,mononegavirales,paramyxoviridae,paramyxoviridae,NA
27317884,pteropus poliocephalus paramyxovirus,pteropus poliocephalus paramyxovirus,0,1562768,group v,mononegavirales,paramyxoviridae,paramyxoviridae,NA
27597694,pteropus scapulatus paramyxovirus,pteropus scapulatus paramyxovirus,0,1562766,group v,mononegavirales,paramyxoviridae,paramyxoviridae,NA
27755953,rhinolophus ferrumequinum paramyxovirus,rhinolophus ferrumequinum paramyxovirus,0,1387881,group v,mononegavirales,paramyxoviridae,paramyxoviridae,NA
27578400,rodent paramyxovirus,rodent paramyxovirus,0,1497434,group v,mononegavirales,paramyxoviridae,paramyxoviridae,NA
27861900,soricidae paramyxovirus,soricidae paramyxovirus,0,1497436,group v,mononegavirales,paramyxoviridae,paramyxoviridae,NA
27861898,tenrec paramyxovirus,tenrec paramyxovirus,0,1497435,group v,mononegavirales,paramyxoviridae,paramyxoviridae,NA
27246132,triaenops menamena paramyxovirus,triaenops menamena paramyxovirus,0,1232872,group v,mononegavirales,paramyxoviridae,paramyxoviridae,NA
27655257,yarra bend paramyxovirus,YarPV,1,1647922,group v,mononegavirales,paramyxoviridae,paramyxoviridae,NA
27250094,achimota pararubulavirus 1,AchiV-1,1,2560259,group v,mononegavirales,paramyxoviridae,pararubulavirus,Pararb
27250096,achimota pararubulavirus 2,AchiV-2,1,2560260,group v,mononegavirales,paramyxoviridae,pararubulavirus,Pararb
3626534,menangle pararubulavirus,MenV,1,2560586,group v,mononegavirales,paramyxoviridae,pararubulavirus,Pararb
27294026,sosuga pararubulavirus,SoRV,1,2560773,group v,mononegavirales,paramyxoviridae,pararubulavirus,Pararb
3635448,tioman pararubulavirus,TioV,1,2560808,group v,mononegavirales,paramyxoviridae,pararubulavirus,Pararb
4119854,tuhoko pararubulavirus 1,TuV-1,1,2560824,group v,mononegavirales,paramyxoviridae,pararubulavirus,Pararb
4119855,tuhoko pararubulavirus 2,TuV-2,1,2560825,group v,mononegavirales,paramyxoviridae,pararubulavirus,Pararb
4119856,tuhoko pararubulavirus 3,TuV-3,1,2560826,group v,mononegavirales,paramyxoviridae,pararubulavirus,Pararb
3436105,bovine respirovirus 3,BPIV-3,1,11215,group v,mononegavirales,paramyxoviridae,respirovirus,Respr
3437808,human respirovirus 1,HPIV-1,0,12730,group v,mononegavirales,paramyxoviridae,respirovirus,Respr
3436107,human respirovirus 3,HPIV-3,0,11216,group v,mononegavirales,paramyxoviridae,respirovirus,Respr
3436078,murine respirovirus,SenV,1,11191,group v,mononegavirales,paramyxoviridae,respirovirus,Respr
27064426,porcine respirovirus 1,PPIV-1,1,1357321,group v,mononegavirales,paramyxoviridae,respirovirus,Respr
3942607,swine parainfluenza virus 3,swine parainfluenza virus 3,0,505220,group v,mononegavirales,paramyxoviridae,respirovirus,Respr
3913068,tursiops truncatus parainfluenza virus 1,tursiops truncatus parainfluenza virus 1,0,471864,group v,mononegavirales,paramyxoviridae,respirovirus,Respr
3436099,human rubulavirus 2,human rubulavirus 2,0,11212,group v,mononegavirales,paramyxoviridae,rubulavirus,Rubul
3436089,human rubulavirus 4,human rubulavirus 4,0,11203,group v,mononegavirales,paramyxoviridae,rubulavirus,Rubul
3436091,mammalian rubulavirus 5,SV5,1,11207,group v,mononegavirales,paramyxoviridae,rubulavirus,Rubul
3465473,mapuera rubulavirus,MapV,1,43140,group v,mononegavirales,paramyxoviridae,rubulavirus,Rubul
3436019,mumps rubulavirus,MuV,0,11161,group v,mononegavirales,paramyxoviridae,rubulavirus,Rubul
3717283,porcine parainfluenza virus,porcine parainfluenza virus,0,251774,group v,mononegavirales,paramyxoviridae,rubulavirus,Rubul
3483026,porcine rubulavirus,PRV,1,53179,group v,mononegavirales,paramyxoviridae,rubulavirus,Rubul
3635569,human metapneumovirus,human metapneumovirus,0,162145,group v,mononegavirales,pneumoviridae,metapneumovirus,Metpnm
3436161,bovine orthopneumovirus,BRSV,1,11246,group v,mononegavirales,pneumoviridae,orthopneumovirus,Orthopnm
26747749,canine pneumovirus,,,1408279,group v,mononegavirales,pneumoviridae,orthopneumovirus,Orthopnm
26747751,feline pneumovirus,FePV,1,1408280,group v,mononegavirales,pneumoviridae,orthopneumovirus,Orthopnm
3436169,human orthopneumovirus,HRSV,0,11250,group v,mononegavirales,pneumoviridae,orthopneumovirus,Orthopnm
3436193,murine orthopneumovirus,MPV,1,11263,group v,mononegavirales,pneumoviridae,orthopneumovirus,Orthopnm
3442987,ovine respiratory syncytial virus,ORSV,1,28869,group v,mononegavirales,pneumoviridae,orthopneumovirus,Orthopnm
3437828,respiratory syncytial virus,RSV,1,12814,group v,mononegavirales,pneumoviridae,orthopneumovirus,Orthopnm
27064464,swine pneumovirus,swine pneumovirus,0,1868217,group v,mononegavirales,pneumoviridae,orthopneumovirus,Orthopnm
3446981,adelaide river ephemerovirus,ARV,1,1972589,group v,mononegavirales,rhabdoviridae,ephemerovirus,Ephem
3774942,berrimah ephemerovirus,BRMV,1,1972594,group v,mononegavirales,rhabdoviridae,ephemerovirus,Ephem
3436260,bovine fever ephemerovirus,BEFV,1,1972593,group v,mononegavirales,rhabdoviridae,ephemerovirus,Ephem
3774943,kimberley ephemerovirus,KIMV,1,1972595,group v,mononegavirales,rhabdoviridae,ephemerovirus,Ephem
27314316,koolpinyah ephemerovirus,KOOLV,1,1972596,group v,mononegavirales,rhabdoviridae,ephemerovirus,Ephem
3670877,mossuril hapavirus,,,1972622,group v,mononegavirales,rhabdoviridae,hapavirus,Hapa
24562545,barur ledantevirus,BARV,1,1978534,group v,mononegavirales,rhabdoviridae,ledantevirus,Lednt
27283494,fikirini ledantevirus,FKRV,1,1978545,group v,mononegavirales,rhabdoviridae,ledantevirus,Lednt
3830835,kern canyon ledantevirus,KCV,1,1978537,group v,mononegavirales,rhabdoviridae,ledantevirus,Lednt
3830840,keuraliba ledantevirus,KEUV,1,1978538,group v,mononegavirales,rhabdoviridae,ledantevirus,Lednt
27310744,kumasi ledantevirus,KRV,1,1978543,group v,mononegavirales,rhabdoviridae,ledantevirus,Lednt
3774956,le dantec ledantevirus,LDV,1,1978540,group v,mononegavirales,rhabdoviridae,ledantevirus,Lednt
3830836,mount elgon bat ledantevirus,MEBV,1,1978542,group v,mononegavirales,rhabdoviridae,ledantevirus,Lednt
24575704,nishimuro ledantevirus,NISV,1,947522,group v,mononegavirales,rhabdoviridae,ledantevirus,Lednt
27515097,oita ledantevirus,OITAV,1,1978544,group v,mononegavirales,rhabdoviridae,ledantevirus,Lednt
3681667,aravan lyssavirus,ARAV,1,211977,group v,mononegavirales,rhabdoviridae,lyssavirus,Lyssa
3548822,australian bat lyssavirus,ABLV,1,90961,group v,mononegavirales,rhabdoviridae,lyssavirus,Lyssa
24639714,bokeloh bat lyssavirus,BBLV,1,1072176,group v,mononegavirales,rhabdoviridae,lyssavirus,Lyssa
3457972,duvenhage lyssavirus,DUVV,1,38767,group v,mononegavirales,rhabdoviridae,lyssavirus,Lyssa
3490733,european bat 1 lyssavirus,EBLV-1,1,57482,group v,mononegavirales,rhabdoviridae,lyssavirus,Lyssa
3490735,european bat 2 lyssavirus,EBLV-2,1,57483,group v,mononegavirales,rhabdoviridae,lyssavirus,Lyssa
3457974,european bat lyssavirus,EBLV,0,38768,group v,mononegavirales,rhabdoviridae,lyssavirus,Lyssa
26205306,gannoruwa bat lyssavirus,GBLV,1,1846259,group v,mononegavirales,rhabdoviridae,lyssavirus,Lyssa
26745593,ikoma lyssavirus,IKOV,1,1167696,group v,mononegavirales,rhabdoviridae,lyssavirus,Lyssa
3715136,irkut lyssavirus,IRKV,1,249583,group v,mononegavirales,rhabdoviridae,lyssavirus,Lyssa
3704731,khujand lyssavirus,KHUV,1,237716,group v,mononegavirales,rhabdoviridae,lyssavirus,Lyssa
3457970,lagos bat lyssavirus,LBV,1,38766,group v,mononegavirales,rhabdoviridae,lyssavirus,Lyssa
26205312,lleida bat lyssavirus,LLEBV,1,1213198,group v,mononegavirales,rhabdoviridae,lyssavirus,Lyssa
3437756,mokola lyssavirus,MOKV,1,12538,group v,mononegavirales,rhabdoviridae,lyssavirus,Lyssa
3436242,rabies lyssavirus,RABV,1,11292,group v,mononegavirales,rhabdoviridae,lyssavirus,Lyssa
4100059,shimoni bat lyssavirus,SHIBV,1,746543,group v,mononegavirales,rhabdoviridae,lyssavirus,Lyssa
3715137,west caucasian bat lyssavirus,WCBL,1,249584,group v,mononegavirales,rhabdoviridae,lyssavirus,Lyssa
26205250,bat rhabdovirus,bat rhabdovirus,0,1638137,group v,mononegavirales,rhabdoviridae,rhabdoviridae,NA
26745957,dolphin rhabdovirus,,,1511639,group v,mononegavirales,rhabdoviridae,rhabdoviridae,NA
4113808,coastal plains tibrovirus,CPV,1,1972586,group v,mononegavirales,rhabdoviridae,tibrovirus,Tibr
3774952,tibrogargan tibrovirus,,,1972584,group v,mononegavirales,rhabdoviridae,tibrovirus,Tibr
4197210,klamath tupavirus,,,1972588,group v,mononegavirales,rhabdoviridae,tupavirus,Tupa
3436205,chandipura vesiculovirus,CHPV,1,1972576,group v,mononegavirales,rhabdoviridae,vesiculovirus,Vesic
3478672,cocal vesiculovirus,COCV,1,1972572,group v,mononegavirales,rhabdoviridae,vesiculovirus,Vesic
3436212,indiana vesiculovirus,VSIV ,1,1972577,group v,mononegavirales,rhabdoviridae,vesiculovirus,Vesic
3748785,isfahan vesiculovirus,ISFV,1,1972573,group v,mononegavirales,rhabdoviridae,vesiculovirus,Vesic
3436218,new jersey vesiculovirus,VSNJV,1,1972578,group v,mononegavirales,rhabdoviridae,vesiculovirus,Vesic
3436209,piry vesiculovirus,PIRYV,1,1972575,group v,mononegavirales,rhabdoviridae,vesiculovirus,Vesic
3436211,vesicular stomatitis virus,VSV,1,11276,group v,mononegavirales,rhabdoviridae,vesiculovirus,Vesic
3437732,hepatitis delta virus,HDV,1,12475,group v,na,na,deltavirus,Delta
27743891,tasmanian devil retrovirus,,,1332312,group vi,ortervirales,retroviridae,alpharetrovirus,AlphaRT
27357253,desmodus rotundus endogenous retrovirus,desmodus rotundus endogenous retrovirus,0,1622024,group vi,ortervirales,retroviridae,betaretrovirus,BetaRT
3796036,human mammary tumor virus,HMTV,0,341730,group vi,ortervirales,retroviridae,betaretrovirus,BetaRT
3436687,jaagsiekte sheep retrovirus,JSRV,1,11746,group vi,ortervirales,retroviridae,betaretrovirus,BetaRT
3436844,mason-pfizer monkey virus,,,11855,group vi,ortervirales,retroviridae,betaretrovirus,BetaRT
3436701,mouse mammary tumor virus,,,11757,group vi,ortervirales,retroviridae,betaretrovirus,BetaRT
3510888,ovine enzootic nasal tumor virus,OENTV,1,69576,group vi,ortervirales,retroviridae,betaretrovirus,BetaRT
4094489,simian retrovirus 4,,,723802,group vi,ortervirales,retroviridae,betaretrovirus,BetaRT
3816314,simian retrovirus 7,,,364320,group vi,ortervirales,retroviridae,betaretrovirus,BetaRT
26205466,simian retrovirus 8,,,1904439,group vi,ortervirales,retroviridae,betaretrovirus,BetaRT
3436846,squirrel monkey retrovirus,,,11856,group vi,ortervirales,retroviridae,betaretrovirus,BetaRT
3677281,bovine foamy virus,BFV,1,207343,group vi,ortervirales,retroviridae,bovispumavirus,Bovspm
3436906,bovine leukemia virus,BLV,0,11901,group vi,ortervirales,retroviridae,deltaretrovirus,DeltaRT
3774452,human t-lymphotropic virus 4,HTLV-4,0,318279,group vi,ortervirales,retroviridae,deltaretrovirus,DeltaRT
3665273,primate t-lymphotropic virus 1,PTLV-1,1,194440,group vi,ortervirales,retroviridae,deltaretrovirus,DeltaRT
3665274,primate t-lymphotropic virus 2,PTLV-2,1,194441,group vi,ortervirales,retroviridae,deltaretrovirus,DeltaRT
3665276,primate t-lymphotropic virus 3,PTLV-3,1,194443,group vi,ortervirales,retroviridae,deltaretrovirus,DeltaRT
3920881,simian t-cell lymphotropic virus 6,STLV-6,1,481147,group vi,ortervirales,retroviridae,deltaretrovirus,DeltaRT
3483030,feline foamy virus,FeFV,1,53182,group vi,ortervirales,retroviridae,felispumavirus,DeltaRT
3667063,baboon endogenous virus,baboon endogenous virus,0,196403,group vi,ortervirales,retroviridae,gammaretrovirus,GamRT
26205186,bat gammaretrovirus,Bat gammaretrovirus,0,1157040,group vi,ortervirales,retroviridae,gammaretrovirus,GamRT
27760337,echidna erv,Echidna ERV,0,1400256,group vi,ortervirales,retroviridae,gammaretrovirus,GamRT
3436717,feline leukemia virus,FeLV,1,11768,group vi,ortervirales,retroviridae,gammaretrovirus,GamRT
3436824,gibbon ape leukemia virus,GALV,1,11840,group vi,ortervirales,retroviridae,gammaretrovirus,GamRT
3436779,kirsten murine sarcoma virus,KMSV,1,11808,group vi,ortervirales,retroviridae,gammaretrovirus,GamRT
3843437,koala retrovirus,koala retrovirus,0,394239,group vi,ortervirales,retroviridae,gammaretrovirus,GamRT
3436781,moloney murine sarcoma virus,MMSV,1,11809,group vi,ortervirales,retroviridae,gammaretrovirus,GamRT
3436743,murine leukemia virus,MLV,1,11786,group vi,ortervirales,retroviridae,gammaretrovirus,GamRT
4242142,odocoileus hemionus endogenous retrovirus,odocoileus hemionus endogenous retrovirus,0,980972,group vi,ortervirales,retroviridae,gammaretrovirus,GamRT
3821375,porcine type-c oncovirus,PERV,1,369960,group vi,ortervirales,retroviridae,gammaretrovirus,GamRT
3436978,woolly monkey sarcoma virus,WMSV,1,11970,group vi,ortervirales,retroviridae,gammaretrovirus,GamRT
3436531,bovine immunodeficiency virus,BIV,1,11657,group vi,ortervirales,retroviridae,lentivirus,Lent
3546353,brazilian caprine lentivirus,brazilian caprine lentivirus,0,89592,group vi,ortervirales,retroviridae,lentivirus,Lent
3436532,caprine arthritis encephalitis virus,CAEV ,1,11660,group vi,ortervirales,retroviridae,lentivirus,Lent
3642667,caprine lentivirus,caprine lentivirus,0,169959,group vi,ortervirales,retroviridae,lentivirus,Lent
3436542,equine infectious anemia virus,EIAV,1,11665,group vi,ortervirales,retroviridae,lentivirus,Lent
3436558,feline immunodeficiency virus,FIV,1,11673,group vi,ortervirales,retroviridae,lentivirus,Lent
3436564,human immunodeficiency virus 1,HIV-1,0,11676,group vi,ortervirales,retroviridae,lentivirus,Lent
3436625,human immunodeficiency virus 2,HIV-2,0,11709,group vi,ortervirales,retroviridae,lentivirus,Lent
3436538,ovine lentivirus,OLV,1,11663,group vi,ortervirales,retroviridae,lentivirus,Lent
3719277,ovine progressive pneumonia virus,OPPV,1,253923,group vi,ortervirales,retroviridae,lentivirus,Lent
3437824,puma lentivirus,PLV,0,12804,group vi,ortervirales,retroviridae,lentivirus,Lent
3436648,simian immunodeficiency virus,SIV,1,11723,group vi,ortervirales,retroviridae,lentivirus,Lent
3491033,simian-human immunodeficiency virus,HIV,0,57667,group vi,ortervirales,retroviridae,lentivirus,Lent
3436677,visna-maedi virus,MVV,1,11741,group vi,ortervirales,retroviridae,lentivirus,Lent
27786492,eidolon helvum lung retrovirus 1,eidolon helvum lung retrovirus 1,0,1335474,group vi,ortervirales,retroviridae,retroviridae,NA
27786494,eidolon helvum throat retrovirus 1,eidolon helvum throat retrovirus 1,0,1335475,group vi,ortervirales,retroviridae,retroviridae,NA
3436809,human endogenous retrovirus,human endogenous retrovirus,0,11827,group vi,ortervirales,retroviridae,retroviridae,NA
27308710,melomys burtoni retrovirus,melomys burtoni retrovirus,0,1526585,group vi,ortervirales,retroviridae,retroviridae,NA
3436982,myeloproliferative leukemia virus,myeloproliferative leukemia virus,0,11973,group vi,ortervirales,retroviridae,retroviridae,NA
3600692,simian retrovirus 5,SRV-5,1,123561,group vi,ortervirales,retroviridae,retroviridae,NA
3577019,simian retrovirus 6,SRV-6,1,107020,group vi,ortervirales,retroviridae,retroviridae,NA
24576764,simian retrovirus y,SRV-Y,1,980635,group vi,ortervirales,retroviridae,retroviridae,NA
3925361,simian t-cell lymphotropic virus 5,STLV-5,1,486178,group vi,ortervirales,retroviridae,retroviridae,NA
3792643,african green monkey simian foamy virus,SFV-AGM,0,338079,group vi,ortervirales,retroviridae,spumavirus,Spum
3793032,macaque simian foamy virus,maq SFV-1,0,338478,group vi,ortervirales,retroviridae,spumavirus,Spum
3436513,simian foamy virus,SiFV,1,11642,group vi,ortervirales,retroviridae,spumavirus,Spum
26205190,bat hepatitis virus,Bat hepatitis virus,0,1303386,group vii,na,hepadnaviridae,orthohepadnavirus,OrthhpAD
3434880,ground squirrel hepatitis virus,GSHV,1,10406,group vii,na,hepadnaviridae,orthohepadnavirus,OrthhpAD
3434882,hepatitis b virus,HBV,1,10407,group vii,na,hepadnaviridae,orthohepadnavirus,OrthhpAD
27304566,roundleaf bat hepatitis b virus,RBHBV,0,1508710,group vii,na,hepadnaviridae,orthohepadnavirus,OrthhpAD
27792520,tent-making bat hepatitis b virus,TBHBV,0,1508712,group vii,na,hepadnaviridae,orthohepadnavirus,OrthhpAD
3452164,woodchuck hepatitis virus,woodchuck HBV,1,35269,group vii,na,hepadnaviridae,orthohepadnavirus,OrthhpAD
3509107,woolly monkey hepatitis b virus,WMHBV,1,68416,group vii,na,hepadnaviridae,orthohepadnavirus,OrthhpAD
